FECHA,TMPMIN,TMPMED,TMPMAX,HRMIN,HRMAX,PREC,RAD,ET0,COND_HELADAS,DUR_HELADAS
2022-08-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
2022-08-17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
2022-08-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
2022-08-19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
2022-08-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
2022-08-21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
2022-08-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
2022-08-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
2022-08-24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
2022-08-25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
2022-08-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
2022-08-27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
2022-08-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
2022-08-29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
2022-08-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
