FECHA,TMPMIN,TMPMED,TMPMAX,HRMIN,HRMAX,PREC,RAD,ET0,COND_HELADAS,DUR_HELADAS
2021-10-11,11.8,20.5,31.2,36,99,0,17.97647059,2.84537148102627,0,0
2021-10-12,13.1,22.8,31.8,34,92,0,17.38235294,2.86353938941648,0,0
2021-10-13,14.5,19.7,27.2,61,99,36.58,17.8254902,2.23513971881391,0,0
2021-10-14,9.3,15.5,28.1,44,99,28.96,17.91176471,2.42639984519248,0,0
2021-10-15,9.3,16,25.1,17,99,0.3,17.22745098,2.17155564886256,0,0
2021-10-16,8.9,16.4,24.9,31,69,0,18.85098039,2.41951179163993,0,0
2021-10-17,0,17.1,28.6,0,83,0,20.22352941,3.54142619570982,0,0
2021-10-18,11.1,20.6,30.8,22,78,0,19.17058824,3.06573967524779,0,0
2021-10-19,14.5,21.9,32.3,17,71,0,20.2254902,3.17864825838746,0,0
2021-10-20,11.7,22.6,31.3,20,85,0,19.56666667,3.28377164562514,0,0
2021-10-21,12.4,23.5,31.2,25,88,0,19.28823529,3.24095394866352,0,0
2021-10-22,13.5,22.6,31.7,29,99,1.02,16.48235294,2.66552628680292,0,0
2021-10-23,12.8,18.5,26.2,43,99,6.1,17.9745098,2.24098259943792,0,0
2021-10-24,8.7,20.7,33,15,87,0,18.23137255,3.24652923157415,0,0
2021-10-25,13.3,26,41.4,9,78,0,17.87647059,3.89468598336064,0,0
2021-10-26,15.8,28.2,40.6,10,71,0,18.64117647,4.00709719606043,0,0
2021-10-27,14.4,26.8,36.1,18,90,0,18.90784314,3.68615568266545,0,0
2021-10-28,7.2,29.4,37.3,9,66.5,0,19.51960784,4.55710231391242,0,0
2021-10-29,0,32,38.5,0,43,0,18.71960784,5.42804894515939,0,0
2021-10-30,18.6,30,40.3,24,66,0,18.50980392,3.86758246154268,0,0
2021-10-31,13.9,19.7,28.4,52,84,0.25,18.80392157,2.51938051447105,0,0
2021-11-01,12.2,14.9,20.3,82,99,13.46,18.43265306,1.60943765421367,0,0
2021-11-02,13.7,17.7,24.8,72,99,0,19.286,2.14017365959555,0,0
2021-11-03,12.4,16,27.4,44,99,0,19.616,2.40922565545073,0,0
2021-11-04,12.3,12.3,27.3,57,99,0,21.208,2.31944953473783,0,0
2021-11-05,12.3,13.7,17.9,49,99,0,20.158,1.40973645242909,0,0
2021-11-06,11.1,17.3,26.3,37,76,0,21.894,2.81104788743564,0,0
2021-11-07,12.9,22.3,33.4,33,81,0,20.588,3.50736169513117,0,0
2021-11-08,15.8,24,34,37,99,0,20.14,3.36996466739418,0,0
2021-11-09,16.1,20,29,42,99,10.92,19.698,2.50923128404891,0,0
2021-11-10,0,22.1,32,0,99,0,19.786,4.19034610350374,0,0
2021-11-11,16.1,24.3,33,28,96,0,20.45,3.32104031348011,0,0
2021-11-12,8.05,20.8,25.35,14,97.5,1.525,21.316,3.1714270520682,0,0
2021-11-13,0,17.3,17.7,0,99,3.05,21.81020408,3.02181379065629,0,0
2021-11-14,14.9,22.7,32.8,20,99,0,22.512,3.61945224615174,0,0
2021-11-15,16.1,23.4,30.9,51,80,0,22.394,3.33050910675819,0,0
2021-11-16,13.9,17.5,22,47,82,8.89,19.974,1.88277265940113,0,0
2021-11-17,9.3,18.5,28.6,20,79,0,22.276,3.33307352345961,0,0
2021-11-18,9.7,21.2,34,22,80,0,22.062,3.97971162322925,0,0
2021-11-19,13.1,25.3,36.2,16,78,0,23.532,4.57406441083547,0,0
2021-11-20,15,26.1,35.4,21,86,0,21.71,4.03927366176898,0,0
2021-11-21,16,27.3,37.3,24,91,0,21.72,4.24224045970181,0,0
2021-11-22,18.4,30,43,17,82,0,21.248,4.72708605225446,0,0
2021-11-23,20.2,25.8,33.7,23,62,0,21.546,3.23878796877806,0,0
2021-11-24,18.8,26.1,36.1,34,76,0,21.358,3.65941786800185,0,0
2021-11-25,0,27,32.9,0,99,21.34,22.474,5.4190625808935,0,0
2021-11-26,15.2,26.1,37.8,23,99,0,22.35,4.37683442469409,0,0
2021-11-27,17.5,26.1,34.4,30,99,40.13,23.042,3.9020416001571,0,0
2021-11-28,14.9,21.2,28.7,38,99,27.43,22.608,3.07330225163842,0,0
2021-11-29,14.6,24.1,34.4,18,82,0,22.244,3.89147196634564,0,0
2021-11-30,14.9,25.4,34.6,19,85,0,14.3562239999998,2.58296028574262,0,0
2021-12-01,17.6,24.9,34.1,36,84,0,11.4497279999998,1.86347385640679,0,0
2021-12-02,18.4,26.5,34.9,33,73,0,12.8891519999998,2.17638478574459,0,0
2021-12-03,24.9,27.7,32.6,33,63,0,11.0695679999998,1.31146964431002,0,0
2021-12-04,21,25.8,34.1,31,72,0,10.8164159999998,1.60165143546831,0,0
2021-12-05,18.4,24.9,32.1,46,89,0,9.3597119999998,1.38806221286953,0,0
2021-12-06,18,25.5,35.3,38,87,0,11.3797439999998,1.92311186593009,0,0
2021-12-07,18.8,27.1,34.5,33,76,0,14.3873279999998,2.40184275169536,0,0
2021-12-08,21.2,28.4,38.8,24,64,0,11.0643839999998,2.01233024262728,0,0
2021-12-09,20.7,24.2,30.7,44,86,0,5.6851199999998,0.708506472387029,0,0
2021-12-10,18.9,20.3,22.9,73,99,9.4,3.4490879999998,0.246599937462843,0,0
2021-12-11,18.1,24.8,32.5,41,99,0,12.3845759999998,1.87858044569424,0,0
2021-12-12,18.7,23.7,33.9,44,99,11.43,8.6425919999998,1.31209809401761,0,0
2021-12-13,18,22,30.3,50,99,0,6.1896959999998,0.810678034397432,0,0
2021-12-14,18.3,25.6,37.1,36,88,0,12.4381439999998,2.19627037960899,0,0
2021-12-15,16.6,24.2,34.5,36,90,0,12.7319039999998,2.12287321148755,0,0
2021-12-16,18.2,26.8,35.7,27,76,0,14.6845439999998,2.57087703614864,0,0
2021-12-17,17.3,26.9,36.8,23,86,0,14.0970239999998,2.61107688970974,0,0
2021-12-18,20.1,28.6,36.3,33,67,0,14.6560319999998,2.56842215701618,0,0
2021-12-19,21.5,30.6,40.6,28,73,0,14.6940479999998,2.91665964986132,0,0
2021-12-20,26.6,35,42,24,60,0,12.0320639999998,2.3395462294433,0,0
2021-12-21,20.7,29.4,40.5,31,82,0.76,12.7612799999998,2.51504940775989,0,0
2021-12-22,22.1,30.5,38.3,27,99,1.78,8.0015039999998,1.45968164526439,0,0
2021-12-23,26.7,33.7,38.9,24,39,0,13.9060799999998,2.34738826275388,0,0
2021-12-24,20.3,29.8,39.8,19,67,0,14.6059199999998,2.88092805349913,0,0
2021-12-25,21.3,30.4,40.1,15,57,0,14.7640319999998,2.89542586577445,0,0
2021-12-26,20.2,30.5,41.2,17,55,0,13.6062719999998,2.82603677534023,0,0
2021-12-27,19.7,31.1,42.5,11,57,0,14.1652799999998,3.10374144768498,0,0
2021-12-28,20.3,31.2,41.9,13,58,0,8.4749759999998,1.81111440587474,0,0
2021-12-29,13.5333333333333,32.4666666666667,41.1333333333333,8.66666666666667,64,0.34,14.2758719999998,2.65326236361646,0,0
2021-12-30,6.76666666666667,33.7333333333333,40.3666666666667,4.33333333333333,70,0.68,13.9423679999998,3.49541032135817,0,0
2021-12-31,0,35,39.6,0,76,1.02,13.9112639999998,4.33755827909988,0,0
2022-01-01,21.6,28,37.8,31,80,0.51,11.1862079999998,1.93498649269564,0,0
2022-01-02,18.6,26.8,37.3,40,91,21.59,14.9644799999998,2.70822192208467,0,0
2022-01-03,20.5,26,35.8,37,83,0,14.9109119999998,2.39710706234891,0,0
2022-01-04,22.7,27.375,35.85,28,73,0,14.2577279999998,2.24000379393284,0,0
2022-01-05,24.9,28.75,35.9,24.5,61,0,14.6067839999998,2.08290052551677,0,0
2022-01-06,27.1,30.125,35.95,21,49,0,14.1834239999998,1.9257972571007,0,0
2022-01-07,29.3,31.5,36,19,69,0,14.7700799999998,1.76869398868463,0,0
2022-01-08,19.9,29.8,38.6,24,66,0,14.8927679999998,2.87661947754733,0,0
2022-01-09,20.9,30.5,40.2,14,58,0,14.6733119999998,2.92170133951939,0,0
2022-01-10,21.6,31.9,43.6,18,69,0,14.3925119999998,3.14840997335866,0,0
2022-01-11,20.9,34,46.3,14,70,0,14.3804159999998,3.52299563964009,0,0
2022-01-12,0,40.2,44.2,0,60,0,13.9751999999998,5.05718835421704,0,0
2022-01-13,30.3,35.1,42.6,14,30,0,14.4815039999998,2.52127038390883,0,0
2022-01-14,28.1,34,42.5,18,47,0,14.6050559999998,2.6940662440066,0,0
2022-01-15,24.8,34.2,42.8,23,70,0,14.2767359999998,2.95571944111123,0,0
2022-01-16,24.1,31.7,44.6,24,78,1.52,14.1928479999997,2.98495593845155,0,0
2022-01-17,18.8,25.3205479452055,30.9,58,95,51.99,23.32233,3.28253348037577,0,0
2022-01-18,14.5,19.3912891986063,23.5,69,96,13,10.93431,1.1446745120248,0,0
2022-01-19,14.8,22.3118055555556,31.1,56,91,0,21.75318,3.30547534916006,0,0
2022-01-20,22.9,29.4809027777778,36.9,49,91,0,24.98679,4.14799524222136,0,0
2022-01-21,25.9,32.2704861111111,39.6,38,84,0,23.78718,4.1368835312146,0,0
2022-01-22,24.3,29.5576388888889,38.3,49,91,0,23.40261,3.89131740977054,0,0
2022-01-23,20.4,24.11875,29.8,62,97,37.59,13.80399,1.66468237320395,0,0
2022-01-24,21.2,25.8778656126482,30.4,68,96,0,13.15938,1.63588809968012,0,0
2022-01-25,23.7,26.4620209059233,31.9,62,96,0.3,16.51731,1.96445893276063,0,0
2022-01-26,23.4,26.7409722222222,31.5,61,96,0,22.10412,2.62931204143539,0,0
2022-01-27,17,21.2875,25.8,51,86,0,14.65251,1.59415569505189,0,0
2022-01-28,13.8,21.1259689922481,29.5,38,90,0,21.94617,3.17604431312299,0,0
2022-01-29,15.7,24.0787456445993,32.8,35,85,0,24.88824,4.04427056810681,0,0
2022-01-30,16.7,25.6463414634146,34.3,32,82,0,24.39099,4.17158172890795,0,0
2022-01-31,18.2,24.5694444444444,30.8,47,79,0,19.98207,2.81990980571538,0,0
2022-02-01,18.3,26.9861111111111,36.2,38,80,0,23.69358,4.21277554976093,0,0
2022-02-02,20.5,28.3477351916376,37.7,36,86,3.81,20.15466,3.61962503369286,0,0
2022-02-03,20.2,25.8475694444444,33.4,48,89,5.11,21.44574,3.19117611096765,0,0
2022-02-04,18.1,22.8,27.7,62,96,21.31,12.92025,1.52503681544493,0,0
2022-02-05,15.8,20.3362369337979,24.9,53,90,0,23.87823,2.57747580257993,0,0
2022-02-06,11.9,20.0735408560311,27.8,35,88,0,24.32634,3.44701835736845,0,0
2022-02-07,11.6,24.7267441860465,30.3,35,85,0,19.40589,3.34868241540058,0,0
2022-02-08,14.1,22.1012244897959,32.1,37,86,0,13.31859,2.11555703422556,0,0
2022-02-09,15.2,24.6659722222222,33.5,32,84,0,23.64336,4.03025919039431,0,0
2022-02-10,16.2,26.2590277777778,35.7,27,74,0,22.23702,4.05969462594428,0,0
2022-02-11,16.9,19.44375,24.2,52,95,25.7,3.58653,0.338624028731217,0,0
2022-02-12,12.1,17.5892361111111,23.3,48,92,0,24.40578,2.71199656623122,0,0
2022-02-13,9.2,18.8729166666667,28.1,40,89,0,23.24604,3.4773641623019,0,0
2022-02-14,13.9,23.1645833333333,32.7,35,81,0,23.04933,3.84145223962457,0,0
2022-02-15,15.5,25.6517361111111,35.1,28,83,0,22.62855,4.08463922151412,0,0
2022-02-16,19.3,26.7275261324042,38.8,34,84,1.5,19.39965,3.57936846452327,0,0
2022-02-17,18.5,23.6007575757576,30.9,52,91,0.2,16.29867,2.22958070921268,0,0
2022-02-18,15.9,24.0878472222222,32.6,48,91,0,22.41228,3.59986867270066,0,0
2022-02-19,17.2,23.3548611111111,32,50,86,0,18.15702,2.69741157368081,0,0
2022-02-20,17,23.4065972222222,32.2,42,94,0,21.55824,3.24977101412943,0,0
2022-02-21,15,21.600406504065,28.2,49,88,0,15.2616,2.04988255156861,0,0
2022-02-22,21.5,26.954,30.9,44,70,0,15.71256,2.0230674424044,0,0
2022-02-23,19.3,25.9246527777778,32.6,42,77,0,20.8512,3.11994041810226,0,0
2022-02-24,16.6,22.1274305555556,26.7,55,91,6.6,18.18516,2.16517663384972,0,0
2022-02-25,16.9,23.26875,29.2,65,88,0,12.9057,1.74419810192913,0,0
2022-02-26,23.2,29.5826388888889,38,48,90,0,21.56742,3.68915325401721,0,0
2022-02-27,23.7,30.1006944444444,41.2,39,91,0.51,21.39816,4.0236263830032,0,0
2022-02-28,16.4,24.3080952380952,30.2,36,93,8.1,16.00074,2.34855445629133,0,0
2022-03-01,11.7,21.0527777777778,29.7,33,86,0,21.41235,3.31177478595041,0,0
2022-03-02,15.9,24.6072916666667,34.8,41,88,0,21.21186,3.66950153792525,0,0
2022-03-03,15.7,26.1756097560976,35.8,39,85,0,20.43423,3.78035310115432,0,0
2022-03-04,22.1,26.0979166666667,31.6,63,88,0.3,17.00688,2.15920660792829,0,0
2022-03-05,21.2,22.3875444839858,23.7,87,97,79.81,3.88128,0.231409942104287,0,0
2022-03-06,20.3,22.9766550522648,28.5,70,95,0.2,9.64524,1.05676945071169,0,0
2022-03-07,17.3,23.0923611111111,27.8,51,94,3.61,21.6306,2.68939562586183,0,0
2022-03-08,13.6,19.8700348432056,27.5,52,90,10.59,18.31155,2.41301288742366,0,0
2022-03-09,18.1,20.1302083333333,24.6,79,95,16.31,4.58928,0.416408088272308,0,0
2022-03-10,14.8,20.9506944444444,27.9,47,95,2.31,19.09398,2.51274921971655,0,0
2022-03-11,11.9,19.6816254416961,28.1,39,85,0,19.62345,2.77767378003499,0,0
2022-03-12,11.8,19.7927083333333,28.3,48,91,0,20.62347,2.9548671795434,0,0
2022-03-13,13.8,21.1622222222222,29.8,45,90,0,17.03517,2.49108728846803,0,0
2022-03-14,15,22.1993031358885,30.1,51,90,0,18.52581,2.70185881147269,0,0
2022-03-15,18.9,24.678125,32.7,49,86,0,18.5745,2.75029473943153,0,0
2022-03-16,17.3,23.5378947368421,30.3,46,89,0,17.41191,2.43510687243029,0,0
2022-03-17,17.2,24.9527777777778,33.7,41,90,0,16.46601,2.68320109787124,0,0
2022-03-18,12.4,17.6145833333333,23.4,58,93,20.09,12.53118,1.38097833928711,0,0
2022-03-19,9.1,16.1668989547038,23.6,45,94,0,19.83879,2.40747086895808,0,0
2022-03-20,9.1,16.1668989547038,23.6,45,94,0,19.83879,2.40747086895808,0,0
2022-03-21,9.1,16.1668989547038,23.6,45,94,0,19.83879,2.40747086895808,0,0
2022-03-22,19.8,25.1495726495727,29.6,53,90,0,6.84153,0.863146652180235,0,0
2022-03-23,13.9,20.1643216080402,28.3,68,95,6.81,8.36766,1.13108128277275,0,0
2022-03-24,11.8,16.9859649122807,23.7,30,82,0,19.45275,2.19013318302279,0,0
2022-03-25,11.5,18.0746527777778,25.7,42,71,0,19.60176,2.48625982532629,0,0
2022-03-26,9.7,18.4729166666667,27.9,37,81,0,19.67346,2.85641394755063,0,0
2022-03-27,14.2,21.1878048780488,29.7,43,88,0,19.29276,2.77861198379708,0,0
2022-03-28,14.1,22.165625,30.5,51,88,0,18.83181,2.85986122919516,0,0
2022-03-29,16.8,23.6599303135889,34.2,41,84,0,18.86157,3.06078787262686,0,0
2022-03-30,8.4,14.7312,20.9,26,71,0,14.83503,1.60080409581623,0,0
2022-03-31,3.5,12.6982332155477,22.7,26,79,0,17.82213,2.23440431363135,0,0
2022-04-01,5,13.7861209964413,22.4,36,86,0,17.60337,2.17597253817247,0,0
2022-04-02,7.3,15.5732638888889,24.2,42,87,0,17.78979,2.28988812552474,0,0
2022-04-03,12.5,18.6076655052265,28.3,45,92,0,17.2173,2.3378117427345,0,0
2022-04-04,7.2,16.6395104895105,26.5,24,77,0,17.48889,2.48260337739618,0,0
2022-04-05,8.5,17.5940972222222,26.3,52,84,0,17.27193,2.4199031624836,0,0
2022-04-06,13,21.3221014492754,29.4,53,93,0,16.64868,2.47493375961025,0,0
2022-04-07,16.6,20.6515901060071,26.7,62,92,0,11.21832,1.2862891795438,0,0
2022-04-08,13.8,21.6377224199288,31,51,94,0,15.4911,2.37738632045454,0,0
2022-04-09,15.1,21.6814035087719,28.6,53,94,0,16.94247,2.30609868842152,0,0
2022-04-10,18.7,23.0679442508711,29.3,59,91,1.3,10.85457,1.35518165099731,0,0
2022-04-11,13.6,18.5904593639576,24,62,94,19.71,9.99225,1.10024777475201,0,0
2022-04-12,11,15.2681818181818,24.9,42,94,6.71,10.49433,1.21386793595032,0,0
2022-04-13,8.3,15.3487544483986,25.2,33,94,0.2,17.11983,2.18881804102773,0,0
2022-04-14,6.7,15.3115789473684,25,38,93,0,13.97358,1.8570024296234,0,0
2022-04-15,6.6,14.7491039426523,23.4,41,93,0,15.11322,1.89167052552827,0,0
2022-04-16,9,16.1832142857143,24.2,44,87,0,14.92593,1.85538367647016,0,0
2022-04-17,8.6,16.4801444043321,25.4,46,92,0,16.08084,2.11989481446508,0,0
2022-04-18,9.1,16.8740350877193,25.1,48,91,0,14.96712,1.94766291228872,0,0
2022-04-19,9.2,17.4845878136201,26.6,44,93,0,14.68827,2.02836372434757,0,0
2022-04-20,13.3,19.5788732394366,28.4,52,92,15.19,13.31625,1.81478814903938,0,0
2022-04-21,11.4,17.4435714285714,24.2,54,91,0,14.36205,1.69909068588444,0,0
2022-04-22,9.3,14.2285198555957,17.1,69,94,4,14.538795,1.70837162599313,0,0
2022-04-23,7.9,15.2153846153846,22.1,50,91,0,14.71554,1.71765256610182,0,0
2022-04-24,10.6,19.2809027777778,26.7,52,91,0,15.27165,2.13194818865505,0,0
2022-04-25,17.2,21.9891608391608,27.9,55,94,0,12.75879,1.55815105100451,0,0
2022-04-26,15.5,20.3286274509804,24.8,83,95,0,2.97897,0.325006960955986,0,0
2022-04-27,10.8,17.4079861111111,25,30,92,0.61,13.80492,1.71843943329232,0,0
2022-04-28,6.8,13.8125874125874,19.7,32,80,0,13.54275,1.44260908884049,0,0
2022-04-29,5.1,11.7332167832168,19.8,31,74,0,10.6128,1.1273712279625,0,0
2022-04-30,9.7,13.8646853146853,20,38,79,0,12.43962,1.18600974967423,0,0
2022-05-01,10.6,17.9811320754717,22.6,30,76,0,11.32347,1.31687079787746,0,0
2022-05-02,7.9,12.3180555555556,19.8,50,84,0,8.4795,0.82650201431721,0,0
2022-05-03,5.6,12.4887719298246,21.1,40,89,0,12.86181,1.43887971978419,0,0
2022-05-04,3.7,12.7568421052632,22.3,42,95,0,12.10746,1.49690896779034,0,0
2022-05-05,6.7,14.6583333333333,23.8,42,93,0,12.65619,1.59375413707326,0,0
2022-05-06,8.3,15.795818815331,24.6,54,93,0,11.1171,1.41473037679973,0,0
2022-05-07,9.7,16.4822299651568,25,49,95,0,10.79304,1.35789715800018,0,0
2022-05-08,11,17.6832167832168,25.7,51,93,0,11.91984,1.52148954279763,0,0
2022-05-09,10.6,17.7449477351916,28.3,38,89,0,10.06785,1.41259794104763,0,0
2022-05-10,10.2,16.5884057971015,26.4,41,90,0,11.46573,1.48895083309306,0,0
2022-05-11,8.3,15.0512195121951,23.8,51,89,0,9.78747,1.18764066498451,0,0
2022-05-12,9.7,14.7714285714286,20.9,62,93,0,9.53598,0.975227967754149,0,0
2022-05-13,10.3,14.1442105263158,17.6,76,90,0,2.56176,0.207434881709001,0,0
2022-05-14,11.7,15.8241258741259,21.4,46,93,0,5.80842,0.570687333939964,0,0
2022-05-15,6.7,11.9947916666667,18.4,45,93,5.79,10.02447,0.958439788015343,0,0
2022-05-16,2.8,9.21625441696113,17.2,47,83,0,10.29732,0.990308984468178,0,0
2022-05-17,3.2,8.33780918727915,15.7,52,90,0,11.03445,0.956542330540916,0,0
2022-05-18,0.7,7.6740350877193,17.1,45,89,0,11.08038,1.07224731852167,1,0
2022-05-19,-1,7.41201413427562,16.4,50,94,0,10.89297,1.07459687838706,1,3
2022-05-20,5.1,11.9684014869888,20.6,43,94,0,9.22497,1.01427611236624,0,0
2022-05-21,6.4,13.0933098591549,23.8,38,88,0,10.20303,1.23352720213973,0,0
2022-05-22,2.2,12.9790780141844,23.1,46,90,1.09,10.30296,1.36009806277469,0,0
2022-05-23,7.2,15.1940766550523,24.6,44,93,0,9.7914,1.26431069526708,0,0
2022-05-24,10.7,15.0397212543554,20.2,59,91,0,8.73426,0.8294392030744,0,0
2022-05-25,10,11.9513274336283,14.4,71,89,0,1.09605,0.0641701059222281,0,0
2022-05-26,4.9,10.1619718309859,14.4,65,87,0,6.09105,0.492462050804073,0,0
2022-05-27,10.9,13.140625,17.7,63,83,0,6.69471,0.506752897809501,0,0
2022-05-28,10.7,13.3249056603774,16.7,64,83,0,4.97121,0.355572671631117,0,0
2022-05-29,6.3,10.3363636363636,14.6,31,85,0,9.05712,0.688731697882557,0,0
2022-05-30,2.2,7.584375,15.2,30,71,0,7.83927,0.67302812910031,0,0
2022-05-31,4.3,7.97622377622378,12.7,42,74,0,3.64188,0.255216774749913,0,0
2022-06-01,6.3,8.89897435897436,14.6,44,74,0,5.44266,0.39271829401627,0,0
2022-06-02,5.7,10.8392307692308,15.7,42,71,0,3.70425,0.314716851469749,0,0
2022-06-03,0.2,8.290625,16.8,40,89,0,8.82468,0.879966632529136,1,1
2022-06-04,2,8.58784722222222,17.1,52,92,0,8.84943,0.851216821170016,0,0
2022-06-05,2.1,10.5601398601399,21.3,47,95,0,9.05004,1.05503010897561,0,0
2022-06-06,4.5,12.1833333333333,22.4,44,90,0,8.98362,1.06912815386142,0,0
2022-06-07,3.5,11.0326388888889,20.5,46,95,0,8.88903,0.991342260776447,0,0
2022-06-08,2.8,8.79611307420495,16.8,72,95,0,6.18312,0.577198119681446,0,0
2022-06-09,6.3,11.8069444444444,16.8,70,96,0.3,3.75081,0.33758378845299,0,0
2022-06-10,0.4,6.85416666666667,16.2,30,82,0,8.85594,0.814072034797013,1,1
2022-06-11,-1.3,8.12070175438597,18.5,38,84,0,8.82786,0.955127424110774,1,4
2022-06-12,5.8,12.8681818181818,22,34,79,0,8.90547,1.03129003016942,0,0
2022-06-13,3.6,12.2108391608392,20,29,87,0,8.94459,1.01984162005478,0,0
2022-06-14,2.3,11.3256944444444,19.6,41,88,0,8.39388,0.95394980849477,0,0
2022-06-15,2.8,10.7217543859649,19.4,46,84,0,8.36967,0.912421948623203,0,0
2022-06-16,6.1,11.3309027777778,18,46,77,0,8.06526,0.760342521146525,0,0
2022-06-17,3.5,10.6111111111111,20.4,27,85,0,8.6493,0.947694705035795,0,0
2022-06-18,2.3,10.4805555555556,19.6,28,88,0,8.40243,0.927193549140628,0,0
2022-06-19,5.1,10.9166666666667,18.7,42,81,0,8.23389,0.81802715327746,0,0
2022-06-20,1.5,9.60104166666667,20,32,83,0,8.68833,0.960580773806174,0,0
2022-06-21,3.7,9.40798611111111,17.2,39,74,0,7.78677,0.730235634825842,0,0
2022-06-22,2.8,7.51770833333333,13,52,86,0,6.32082,0.479420324604304,0,0
2022-06-23,-2.7,4.42777777777778,12,57,84,0,6.57249,0.525358128349498,1,8
2022-06-24,4.1,8.90176470588235,10.5,73,89,0,2.63343,0.16687376607367,0,0
2022-06-25,7.3,9.97978723404255,13.6,55,80,0,5.0274,0.328845270620022,0,0
2022-06-26,8.1,10.240625,13.2,65,78,0,3.31101,0.196691299718853,0,0
2022-06-27,8.3,9.80729166666667,11.9,78,95,1.5,2.24088,0.110113525852494,0,0
2022-06-28,8.6,12.1539473684211,19.7,49,95,9.19,8.47446,0.793412915650317,0,0
2022-06-29,6.1,10.5139393939394,18.6,54,88,0,5.87307,0.551537891162141,0,0
2022-06-30,4.9,12.3267605633803,18.9,37,88,0,6.73857,0.712619237770221,0,0
2022-07-01,5,12.1122270742358,20.7,60,91,0,6.16791,0.685816419462013,0,0
2022-07-02,5,9.9253112033195,17.7,34,79,0,6.98751,0.647663000245208,0,0
2022-07-03,2.3,13.1577319587629,18.6,29,74,0,8.40459,0.985508917665074,0,0
2022-07-04,4,10.9509225092251,21.4,40,83,0,7.70094,0.866422428980279,0,0
2022-07-05,1.1,7.84589552238806,15.3,62,92,0,8.29803,0.752246153355488,0,0
2022-07-06,1.8,10.134375,19,64,96,0,7.18752,0.781147324779748,0,0
2022-07-07,3.1,10.6375,17,21,88,0,9.11016,0.906110211834078,0,0
2022-07-08,3.7,10.5163194444444,15.7,31,73,0,4.73808,0.435998217419243,0,0
2022-07-09,3.4,14.4659722222222,25.3,50,84,0,9.05307,1.28249347152671,0,0
2022-07-10,10,13.9061855670103,20.3,47,85,0,0.13335,0.0127304379761047,0,0
2022-07-11,4.7,11.0763005780347,16.1,41,75,0,6.65385,0.608594238506417,0,0
2022-07-12,-2.6,6.07638888888889,14.1,44,89,0,9.22167,0.843984109356095,1,5
2022-07-13,2.7,10.4940972222222,18.7,39,86,0,9.32889,0.990468030239116,0,0
2022-07-14,5.1,13.10625,23.3,44,90,0,9.28215,1.14818325906205,0,0
2022-07-15,6.2,10.0961672473868,14.3,59,80,0,6.37569,0.4748588267171,0,0
2022-07-16,3,8.01909722222222,12,59,82,0,3.45423,0.250979799030867,0,0
2022-07-17,-2.6,6.91228070175439,15.2,41,89,0,9.79872,0.958301804644844,1,7
2022-07-18,1,9.02020905923345,17.3,43,91,0,9.63198,0.978383923325755,0,0
2022-07-19,0.3,9.38125,19.8,45,84,0,9.79749,1.10317303845499,1,2
2022-07-20,3.8,12.3017421602787,21.7,46,92,0,9.39822,1.12288908078586,0,0
2022-07-21,8.2,11.6288194444444,15.4,64,92,0,2.7048,0.200373714264705,0,0
2022-07-22,6.5,14.8407665505226,24.6,49,83,0,9.34971,1.21812916641975,0,0
2022-07-23,11.3,17.5006944444444,27.4,57,95,0,9.39198,1.24815630156956,0,0
2022-07-24,11.8,17.7138888888889,24.9,67,94,0,7.62795,0.919938558973533,0,0
2022-07-25,14.9,16.818118466899,19.2,81,95,0,3.96726,0.267201643065081,0,0
2022-07-26,14.9,16.9338289962825,21.6,76,96,0,4.37859,0.369348171747383,0,0
2022-07-27,13,15.5018587360595,21.1,63,93,0,7.0296,0.625089850531769,0,0
2022-07-28,8.2,13.2436823104693,19.8,31,83,0,9.87093,0.979134070659993,0,0
2022-07-29,2.1,12.6249084249084,23.6,24,78,0,9.60051,1.2706296509404,0,0
2022-07-30,4,13.1236111111111,21.7,26,83,0,10.55232,1.28796946700382,0,0
2022-07-31,5.4,14.4565972222222,25.5,27,82,0,10.28574,1.39554715438432,0,0
2022-08-01,5.3,14.803125,24.7,34,80,0,10.31481,1.38968568451298,0,0
2022-08-02,7.1,14.6958333333333,23.5,42,84,0,9.13566,1.1279345706077,0,0
2022-08-03,11.4,15.5677083333333,21,39,84,0.3,7.58643,0.735869524852608,0,0
2022-08-04,7.9,13.0795138888889,20.1,40,86,0,9.18645,0.929562217280556,0,0
2022-08-05,3.3,11.5503472222222,22.1,28,89,0,10.89195,1.30035975392976,0,0
2022-08-06,5.4,11.3118055555556,18.9,37,79,0,11.6715,1.17118630773238,0,0
2022-08-07,2.9,9.05704225352113,17.3,50,91,0,9.04452,0.864695444756601,0,0
2022-08-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
2022-08-09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
2022-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
2022-08-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
2022-08-12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
2022-08-13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
2022-08-14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
2022-08-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
