75,23.3,20.9,17.6,22.7,20.3,14.7,24.64
76,17.8,16.8,16.1,17.6,16.6,15.9,24.64
77,32.8,26.8,17.3,24.0,18.9,9.4,24.64
78,31.1,21.5,12.4,22.4,15.8,11.7,0.0
79,30.3,22.4,14.4,21.7,16.9,13.6,0.0
80,31.6,23.4,15.1,22.9,17.9,14.6,0.0
81,33.2,26.7,19.0,24.4,19.4,14.7,0.0
82,34.5,26.6,18.9,25.6,19.9,14.7,0.0
83,26.5,21.9,18.3,21.9,19.0,14.7,5.59
84,26.3,20.7,18.3,22.1,18.7,14.7,6.86
85,23.7,20.9,17.3,22.1,19.3,14.7,7.11
86,28.4,21.2,16.9,22.3,18.2,14.7,7.11
87,32.9,23.7,18.5,24.1,19.9,14.7,0.0
88,35.1,24.2,17.0,26.2,19.2,14.6,0.25
89,31.3,24.8,20.9,22.6,19.6,14.7,0.25
90,28.6,23.4,19.1,22.7,19.9,14.7,01.02
91,26.7,19.8,14.3,18.6,14.8,9.6,01.02
92,27.7,17.6,0.0,19.2,11.8,7.2,01.02
93,28.0,19.0,10.8,19.5,14.3,10.4,01.02
94,30.1,20.9,14.3,21.5,16.7,13.9,01.02
95,24.4,18.7,14.3,17.3,11.2,3.4,01.02
96,25.2,20.2,0.0,16.9,8.7,4.0,01.02
97,,,,,,,
98,26.8,19.9,9.8,18.4,12.9,7.8,0.0
99,21.8,12.6,9.4,14.6,9.6,7.5,0.0
100,26.2,21.8,0.0,17.8,13.8,10.7,0.0
101,27.4,19.8,11.1,18.9,13.9,10.2,0.0
102,23.9,17.5,12.9,16.6,13.7,10.2,14.48
103,27.4,16.6,0.0,18.9,11.7,7.6,14.48
104,28.1,17.5,8.6,19.6,11.4,6.4,0.0
105,26.7,17.8,10.2,18.3,12.3,8.5,0.0
106,27.7,18.8,11.2,19.2,12.6,7.1,0.0
107,27.5,18.7,0.0,19.1,13.2,9.2,0.0
108,30.2,20.4,11.6,21.6,15.4,11.4,0.0
109,25.5,16.8,13.9,18.7,15.0,13.6,0.0
110,30.5,20.2,14.1,21.8,15.8,12.7,0.0
111,28.3,21.2,15.6,19.8,16.8,14.7,0.0
112,30.0,23.4,17.8,21.4,17.3,14.7,0.0
113,35.6,26.1,18.0,26.7,19.5,14.7,0.0
114,26.0,20.3,18.0,20.1,17.8,14.6,0.0
115,20.1,18.2,16.6,19.7,18.0,16.4,17.02
116,20.7,19.6,18.5,20.6,19.4,18.3,21.34
117,24.4,19.3,12.2,20.1,16.7,9.8,5.59
118,28.9,16.5,8.3,20.3,10.2,5.9,0.0
119,25.8,18.9,14.8,17.4,13.0,9.1,0.0
120,30.3,19.5,11.3,21.7,14.5,9.4,0.0
121,25.0,21.8,18.1,16.7,14.0,10.8,0.0
122,21.2,16.8,16.1,14.3,12.2,11.7,0.0
123,25.6,18.7,13.8,17.3,14.7,13.1,0.0
124,19.9,14.0,0.0,14.4,9.2,3.6,1.52
125,22.7,11.2,3.8,8.4,4.7,2.0,1.52
126,20.7,11.5,3.5,9.2,6.6,3.3,1.52
127,21.0,10.1,6.1,9.9,7.2,5.6,0.0
128,27.3,20.4,12.4,18.8,11.9,6.8,0.0
129,32.1,19.6,0.0,23.4,13.0,8.4,0.0
130,23.7,16.8,11.0,15.5,6.0,1.8,0.0
131,23.3,14.5,8.1,15.1,4.8,1.7,0.0
132,18.9,10.7,6.4,7.0,4.1,1.8,0.0
133,21.3,11.7,3.2,9.4,5.0,1.7,0.0
134,30.4,15.7,6.8,21.8,10.2,4.3,0.0
135,32.4,22.6,11.1,23.6,15.7,9.4,0.0
136,32.2,19.2,10.8,23.4,13.7,9.8,0.0
137,28.7,18.9,11.1,20.2,12.7,9.3,0.0
138,17.4,13.0,12.1,12.6,7.3,5.2,0.0
139,25.5,19.7,14.0,17.3,14.1,10.6,0.0
140,14.9,13.4,12.0,10.6,9.1,7.6,0.51
141,14.7,11.2,5.7,8.4,4.1,0.1,02.03
142,20.7,8.9,1.3,5.7,0.5,5.7,02.03
143,25.0,11.6,2.3,16.7,5.1,4.7,0.0
144,23.2,14.8,7.4,15.0,3.6,1.0,0.0
145,14.3,8.6,0.0,8.9,3.6,0.9,0.0
146,25.9,15.5,7.1,17.6,9.2,5.6,0.0
147,27.1,16.5,9.4,18.7,11.0,7.3,0.0
148,27.1,16.0,7.3,18.7,11.2,5.4,0.0
149,12.3,10.8,9.0,9.7,6.4,3.4,0.0
150,17.8,10.5,4.3,5.1,2.9,0.5,0.0
151,19.9,8.7,0.8,4.1,0.0,6.1,0.0
152,19.0,9.3,1.3,5.8,1.3,5.7,0.0
153,16.5,10.6,3.4,9.2,6.1,2.6,0.0
154,20.3,12.0,5.9,10.4,6.9,4.2,0.0
155,18.0,11.3,7.9,9.2,6.6,4.5,0.0
156,24.0,11.0,3.1,15.8,6.2,1.3,0.0
157,22.0,11.5,3.9,13.0,7.6,3.7,0.0
158,23.4,13.4,6.2,15.2,10.4,6.1,0.0
159,25.0,14.5,6.6,16.7,10.7,6.4,0.0
160,25.3,15.2,9.7,16.9,11.6,8.2,0.0
161,22.9,14.3,6.9,14.8,11.0,6.6,0.0
162,23.0,15.1,8.3,14.8,7.3,1.6,0.0
163,17.1,10.3,0.0,2.8,1.8,5.9,0.0
164,15.7,12.7,8.9,3.4,1.2,0.1,0.0
165,18.5,11.5,0.0,8.2,4.9,1.7,0.0
166,25.9,16.2,6.3,19.7,13.3,5.6,0.0
167,29.1,21.1,13.7,20.6,16.5,8.3,0.0
168,25.5,15.3,9.6,17.2,7.1,3.4,0.0
169,25.5,13.9,6.7,17.2,9.6,5.0,0.0
170,15.6,10.1,6.0,14.1,9.5,5.1,0.0
171,19.9,12.9,7.0,12.0,6.7,0.6,0.0
172,19.9,10.9,2.8,12.6,5.9,4.2,0.0
173,15.0,13.0,11.4,13.2,12.1,10.6,0.0
174,14.1,10.2,5.6,11.4,8.4,3.7,0.51
175,19.0,9.0,3.6,5.4,2.4,0.4,0.51
176,15.4,6.7,0.6,7.2,0.5,7.4,0.0
177,18.0,7.4,1.4,6.0,0.3,8.2,0.0
178,17.7,8.8,1.7,7.7,2.0,5.2,0.0
179,19.4,10.3,2.6,13.0,7.3,4.4,0.0
180,16.3,10.9,7.8,9.6,6.4,3.7,1.78
181,12.2,9.0,5.6,8.3,5.8,4.2,0.0
182,18.2,9.3,4.2,7.8,5.1,2.9,0.0
183,19.5,9.7,2.1,7.9,3.7,4.8,0.51
184,18.4,10.4,3.9,8.8,5.9,2.2,0.51
185,17.6,8.9,4.4,5.7,2.7,0.2,0.51
186,13.7,7.8,0.9,5.8,0.4,7.7,0.51
187,10.0,7.3,3.8,6.1,3.6,1.3,0.51
188,15.9,5.4,2.1,7.3,0.7,8.8,0.51
189,17.0,7.3,2.0,7.3,1.2,8.7,0.51
190,19.5,11.3,0.0,9.5,6.6,3.7,0.51
191,20.0,9.8,1.9,4.5,0.7,6.7,0.51
192,19.5,9.8,3.5,1.3,1.8,5.8,0.51
193,16.5,7.1,1.0,2.8,1.1,5.9,0.51
194,16.6,7.9,0.1,5.1,0.8,6.7,0.51
195,16.3,8.8,2.5,3.4,1.1,4.5,0.51
196,23.3,16.7,9.8,15.1,3.2,0.8,0.51
197,17.0,9.9,4.0,12.6,8.1,2.5,0.51
198,17.9,13.5,10.8,17.7,13.4,10.6,0.51
199,15.2,13.7,12.2,15.1,13.5,12.1,0.51
200,14.5,11.8,10.1,14.3,11.6,9.9,0.51
201,14.8,12.5,11.0,14.4,12.4,10.8,0.51
202,15.5,12.4,10.3,11.8,10.4,7.6,0.51
203,11.1,7.9,5.0,7.8,5.1,2.8,0.51
204,19.4,6.4,2.6,5.3,0.8,9.3,0.0
205,19.0,9.1,0.3,3.0,2.0,7.1,0.0
206,19.3,11.4,3.6,3.8,1.5,0.1,0.25
207,19.3,10.9,4.2,3.2,0.5,4.3,0.25
208,18.5,8.3,0.5,0.6,3.7,6.4,0.0
209,16.7,7.3,1.5,1.1,4.3,8.3,0.0
210,16.3,7.9,1.6,2.6,1.5,8.4,0.0
211,22.9,10.8,0.8,4.7,0.9,6.1,0.0
212,25.9,15.2,0.0,17.6,9.5,1.8,0.0
213,26.5,18.4,11.8,18.1,14.2,11.2,0.0
214,30.6,21.0,13.3,21.9,15.5,11.2,0.0
215,30.4,22.7,15.2,21.8,15.0,10.3,0.0
216,34.8,24.2,15.7,25.9,16.5,11.7,0.0
217,17.8,15.2,10.8,12.7,3.5,1.4,0.0
218,17.4,11.5,7.8,9.6,5.5,0.9,0.0
219,22.8,15.4,10.7,14.6,11.6,9.5,0.0
220,25.9,16.3,0.0,17.6,12.7,8.6,0.0
221,20.3,14.5,0.0,12.4,9.6,7.8,0.0
222,18.7,9.7,1.8,3.1,6.7,10.4,0.0
223,17.8,8.7,3.6,2.9,5.1,6.9,0.0
224,26.3,18.8,0.0,,,,0.0
225,27.5,14.5,3.8,4.8,0.8,1.3,0.0
226,12.8,8.6,2.2,1.9,4.4,8.9,0.0
227,17.7,6.5,2.5,2.4,8.1,11.8,0.0
228,22.6,19.2,15.0,,,,0.0
229,28.5,18.0,0.0,13.3,6.0,2.1,0.0
230,32.3,24.3,0.0,17.6,13.9,11.2,0.0
231,21.1,16.0,11.3,15.1,11.6,8.9,0.76
232,22.9,14.2,7.6,9.4,6.0,3.2,0.0
233,27.6,15.6,5.6,16.4,9.5,1.5,0.0
234,17.2,15.3,11.7,15.5,8.4,3.7,0.0
235,20.4,13.3,7.8,5.9,1.1,3.6,0.0
236,12.3,11.1,10.4,2.0,0.2,1.6,0.0
237,10.4,9.1,8.3,7.2,4.7,1.2,0.0
238,9.5,9.4,9.1,8.4,8.3,6.4,0.0
239,18.5,10.9,7.1,11.3,8.5,6.7,0.0
240,21.4,13.0,4.3,18.2,10.6,4.1,0.0
241,23.6,12.6,9.1,20.3,10.5,7.3,0.0
242,20.9,15.9,11.3,17.7,10.3,7.4,0.0
243,22.8,13.9,8.1,19.6,10.5,5.4,0.0
244,16.8,16.7,9.4,6.4,0.1,0.0,0.0
245,9.4,9.4,9.4,6.4,6.4,6.4,1.27
246,23.1,20.9,9.4,19.9,18.2,6.4,1.3
247,24.8,16.9,9.2,21.5,7.1,4.8,0.0
248,22.9,14.1,5.9,19.7,5.6,2.8,0.0
249,9.4,9.4,9.4,6.4,6.4,6.4,0.0
250,26.1,18.9,8.4,22.8,11.1,2.3,0.0
251,24.9,15.1,4.3,21.6,6.5,4.6,0.0
252,26.5,17.0,0.0,23.2,9.1,2.6,0.0
253,32.1,18.0,0.0,28.7,10.7,1.1,0.0
254,18.5,13.9,9.4,6.4,1.4,3.7,0.0
255,15.8,14.7,0.0,6.4,0.1,1.3,0.0
256,18.2,13.7,0.0,6.4,3.9,1.9,1.5
257,31.6,18.0,9.4,28.2,11.5,4.9,1.5
258,26.6,20.6,9.4,16.1,9.6,6.4,0.0
259,29.3,20.1,9.4,15.5,12.6,6.4,0.0
260,9.4,9.4,9.4,6.4,6.4,6.4,0.0
261,21.4,15.4,9.4,12.2,9.3,6.4,01.02
262,16.9,14.6,9.4,15.7,14.4,6.4,48.62
263,15.8,13.2,9.4,14.6,12.2,6.4,0.0
264,22.1,17.9,9.4,20.3,17.2,6.4,0.0
265,26.0,20.2,9.4,22.0,19.0,6.4,0.0
266,31.4,24.2,9.4,24.6,21.4,6.4,0.0
267,9.4,9.4,9.4,6.4,6.4,6.4,10.21
268,18.9,14.2,9.4,6.4,2.9,0.1,0.0
269,27.6,16.0,9.4,8.9,6.6,4.0,0.0
270,30.1,18.9,9.4,10.2,6.1,1.7,0.0
271,30.4,18.8,9.4,11.6,7.8,4.7,0.0
272,9.4,9.4,9.4,6.4,6.4,6.4,0.0
273,23.8,20.8,9.4,8.9,8.6,6.4,0.0
274,31.3,23.0,9.4,10.9,8.6,5.6,0.0
275,22.2,21.6,9.4,6.4,4.8,4.7,1.3
276,31.3,25.3,9.4,16.0,15.1,6.4,1.19
277,28.8,21.1,9.4,18.8,15.6,6.4,0.3
278,35.0,24.2,9.4,17.3,15.0,6.4,0.0
279,32.5,24.2,9.4,14.6,13.2,6.4,0.0
280,35.3,26.4,9.4,16.3,11.4,6.4,0.0
281,25.3,20.1,9.4,18.8,14.2,6.4,21.84
282,21.6,20.3,9.4,12.7,12.0,6.4,21.79
283,24.7,21.9,9.4,11.4,10.7,6.4,0.0
284,9.4,9.4,9.4,6.4,6.4,6.4,0.0
285,9.4,9.4,9.4,6.4,6.4,6.4,0.0
286,38.1,33.5,9.4,13.2,12.0,6.4,0.0
287,41.2,30.0,9.4,19.5,14.9,6.4,0.0
288,27.0,22.7,9.4,19.3,18.0,6.4,0.0
289,28.6,22.7,9.4,18.4,12.6,5.7,0.0
290,35.2,26.4,9.4,18.8,14.4,6.4,0.0
291,36.4,26.7,9.4,23.1,19.9,6.4,0.0
292,34.6,22.2,9.4,22.5,19.1,6.4,14.0
293,30.1,22.3,9.4,17.9,12.7,6.4,0.0
294,34.9,25.9,9.4,19.6,14.4,6.4,0.0
295,28.4,22.0,9.4,20.9,18.2,6.4,35.31
296,34.6,24.2,9.4,20.1,14.9,6.4,0.51
297,21.1,16.1,9.4,14.2,11.3,6.4,5.11
298,30.2,19.9,9.4,10.9,8.1,5.3,0.0
299,32.3,22.1,9.4,12.0,9.9,6.4,0.0
300,32.1,23.9,9.4,14.6,11.3,6.4,0.0
301,35.4,26.0,9.4,18.4,14.7,6.4,0.0
302,36.8,27.9,9.4,18.9,16.5,6.4,0.0
303,29.0,23.0,9.4,19.1,17.3,6.4,0.0
304,31.0,26.3,9.4,15.1,4.5,1.2,2.29
305,33.3,23.8,9.4,19.7,13.9,5.1,01.02
306,21.6,19.2,9.4,18.3,15.2,6.4,0.0
307,9.4,9.4,9.4,6.4,6.4,6.4,0.0
308,9.4,9.4,9.4,6.4,6.4,6.4,0.0
309,9.4,9.4,9.4,6.4,6.4,6.4,0.0
310,35.5,19.4,9.4,11.8,8.5,6.4,0.0
311,36.8,34.1,9.4,19.3,18.0,6.4,14.22
312,28.7,24.7,9.4,18.9,12.0,6.4,3.3
313,30.5,22.7,9.4,14.0,11.8,6.4,0.0
314,32.7,24.1,9.4,15.2,11.9,6.4,0.0
315,30.8,22.7,9.4,16.4,13.3,6.4,0.0
316,34.1,26.1,9.4,15.8,12.2,6.4,0.0
317,35.9,27.7,9.4,19.2,15.3,6.4,0.0
318,38.1,26.2,9.4,21.0,18.4,6.4,3.3
319,38.2,29.0,9.4,21.4,18.4,6.4,0.0
320,36.3,28.6,9.4,22.0,19.2,6.4,0.0
321,32.5,24.1,9.4,23.9,20.4,6.4,19.3
322,37.3,26.9,9.4,23.3,20.3,6.4,0.0
323,27.1,21.2,9.4,20.4,14.7,6.4,7.62
324,31.9,22.1,9.4,13.6,9.9,6.4,0.0
325,33.9,25.2,9.4,16.0,13.0,6.4,0.0
326,36.2,28.3,9.4,17.8,13.5,6.4,0.0
327,30.0,23.9,9.4,19.6,16.1,6.4,0.0
328,35.1,26.2,9.4,18.8,16.5,6.4,0.0
329,28.4,22.5,9.4,19.1,16.9,6.4,01.02
330,29.3,22.3,9.4,16.7,13.1,6.3,0.0
331,9.4,9.4,9.4,6.4,6.4,6.4,0.0
332,9.4,9.4,9.4,6.4,6.4,6.4,3.81
333,9.4,9.4,9.4,6.4,6.4,6.4,4.83
334,,,,,,,
335,9.4,9.4,9.4,6.4,6.4,6.4,29.79
336,9.4,9.4,9.4,6.4,6.4,6.4,0.0
337,9.4,9.4,9.4,6.4,6.4,6.4,0.0
338,9.4,9.4,9.4,6.4,6.4,6.4,0.25
339,18.4,11.2,9.4,18.2,8.9,6.4,35.41
340,25.9,21.9,9.4,23.0,17.2,6.4,2.64
341,29.9,21.6,9.4,13.4,11.5,6.4,0.0
342,34.4,23.4,9.4,16.1,12.8,6.4,0.0
343,34.8,24.6,9.4,17.8,13.8,6.4,0.0
344,35.7,26.0,9.4,18.9,14.7,6.4,0.0
345,36.4,26.4,9.4,19.8,16.0,6.4,0.0
346,35.3,27.8,9.4,23.3,20.0,6.4,0.0
347,36.9,29.4,9.4,24.3,21.5,6.4,0.0
348,38.5,29.3,9.4,26.4,22.0,6.4,0.0
349,37.6,27.6,9.4,26.4,22.5,6.4,22.07
350,33.0,25.5,9.4,25.1,22.5,6.4,4.32
351,37.1,25.3,9.4,26.1,21.9,6.4,0.0
352,,,,,,,
353,23.7,22.0,9.4,20.8,20.3,6.4,43.99
354,25.5,20.8,9.4,21.4,19.6,6.4,35.0
355,19.4,17.6,9.4,17.8,16.4,6.4,5.13
356,25.4,19.8,9.4,20.2,17.8,6.4,1.52
357,25.5,20.1,9.4,19.4,17.9,6.4,0.25
358,29.3,22.5,9.4,20.1,17.9,6.4,0.25
359,32.5,23.0,9.4,18.6,16.0,6.4,0.0
360,33.8,24.1,9.4,19.3,16.5,6.4,0.0
361,33.8,24.5,9.4,21.4,16.3,6.4,0.0
362,33.9,25.4,9.4,20.4,17.7,6.4,0.0
363,28.5,22.0,9.4,22.0,17.9,6.4,0.0
364,27.4,21.3,9.4,20.7,18.1,6.4,0.0
365,31.4,23.1,9.4,20.0,16.9,6.4,0.0
366,35.0,23.9,9.4,21.0,17.0,6.4,0.0
367,35.7,24.2,9.4,24.2,19.2,6.4,12.95
368,33.5,24.7,9.4,21.6,18.9,6.4,14.48
369,36.1,25.1,9.4,22.8,19.4,6.4,0.3
370,31.1,23.7,9.4,23.4,20.1,6.4,0.0
371,30.8,21.2,9.4,19.7,18.0,6.4,0.0
372,,,,,,,
373,33.9,27.6,9.4,15.2,13.9,6.4,0.0
374,31.2,23.6,9.4,21.7,17.2,6.4,16.0
375,31.2,23.3,9.4,20.3,17.2,6.4,0.0
376,32.0,25.6,9.4,22.7,20.2,6.4,0.0
377,37.8,27.4,9.4,25.0,22.3,6.4,0.0
378,26.2,21.4,9.4,22.4,19.4,6.4,24.38
379,34.9,24.4,9.4,19.6,17.2,6.4,0.0
380,33.7,25.4,9.4,21.7,18.8,6.4,0.0
381,33.5,25.7,9.4,20.9,18.2,6.4,0.0
382,36.2,25.8,9.4,23.0,17.9,6.4,0.0
383,,,,,,,
384,,,,,,,
385,,,,,,,
386,9.4,9.4,9.4,6.4,6.4,6.4,0.0
387,23.4,20.6,9.4,21.7,18.4,6.4,0.0
388,32.9,24.7,19.7,23.9,20.6,19.3,0.0
389,34.3,25.4,18.5,22.7,19.3,16.5,0.0
390,32.2,24.3,16.7,20.8,17.4,13.6,0.0
391,34.2,24.4,18.0,21.4,17.6,15.1,0.0
392,35.6,25.7,16.9,20.6,17.3,15.2,0.0
393,34.3,25.5,9.4,19.1,16.3,6.4,0.0
394,35.4,24.5,18.0,23.2,17.4,15.1,0.0
395,24.1,20.2,9.4,21.9,18.5,6.4,5.11
396,33.0,23.1,17.1,23.0,19.1,16.9,02.06
397,28.6,23.3,20.9,24.2,20.3,17.9,3.56
398,23.8,20.5,17.3,21.2,19.3,17.1,1.52
399,29.7,23.1,17.2,21.4,17.6,15.5,29.31
400,21.9,18.1,0.3,17.6,15.7,14.0,0.0
401,23.4,16.9,12.1,14.9,13.1,11.2,0.0
402,24.8,18.0,11.5,16.7,13.2,9.7,0.0
403,23.9,19.8,15.4,18.4,16.3,14.1,0.0
404,31.1,24.3,16.9,17.9,15.7,10.5,0.0
405,29.5,20.5,13.3,20.9,16.0,13.1,0.0
406,28.8,22.8,17.5,23.0,20.1,16.1,0.0
407,28.6,22.4,20.2,24.2,21.6,20.1,51.31
408,21.2,18.6,15.5,21.1,18.0,15.0,0.51
409,25.0,17.0,11.0,15.2,12.1,8.2,0.0
410,26.0,18.8,10.0,16.6,13.6,9.6,0.0
411,24.5,24.4,0.0,15.7,15.7,15.7,0.0
412,,,,,,,
413,,,,,,,
414,,,,,,,
415,,,,,,,
416,,,,,,,
417,26.2,22.8,21.4,18.1,16.9,16.3,0.0
418,28.7,21.3,17.3,22.8,18.3,15.7,0.0
419,28.3,21.0,15.0,22.2,18.7,14.8,0.0
420,28.6,23.0,17.2,24.1,20.7,17.1,0.0
421,32.9,26.1,21.2,25.4,23.0,20.6,0.0
422,25.4,20.8,19.3,24.9,20.6,19.1,22.05
423,22.7,19.2,14.6,22.6,18.8,13.0,14.99
424,24.9,16.8,11.2,13.8,11.9,10.6,1.52
425,26.0,17.0,9.3,15.8,12.2,9.1,0.0
426,26.7,18.3,11.2,17.6,13.9,10.9,0.0
427,27.2,22.7,17.6,17.6,15.9,13.8,0.0
428,35.1,21.8,9.4,21.1,17.1,6.4,0.0
429,32.0,23.5,16.5,24.3,19.7,16.3,0.0
430,31.4,23.3,17.4,23.8,19.6,16.9,0.0
431,30.0,22.6,16.8,22.6,18.7,15.9,0.0
432,29.8,26.1,18.1,20.9,19.4,16.8,0.0
433,29.9,22.9,16.9,21.6,18.2,16.1,0.0
434,24.7,19.0,15.8,22.9,17.8,15.6,15.75
435,15.8,15.8,15.8,15.6,15.6,15.6,0.0
436,15.8,15.8,15.8,15.6,15.6,15.6,0.0
437,25.9,18.4,14.3,18.7,15.2,10.3,0.0
438,26.1,16.4,8.3,11.4,8.9,7.1,0.0
439,26.1,16.1,8.4,14.7,10.8,6.4,0.0
440,25.4,17.2,12.3,14.2,11.8,10.0,0.0
441,,,,,,,
442,,,,,,,
443,25.8,21.5,18.9,16.2,15.4,14.6,0.0
444,31.0,21.8,14.0,23.9,17.9,13.8,0.0
445,32.2,24.2,19.6,23.4,19.5,13.8,0.0
446,19.6,14.1,9.3,13.8,6.6,2.7,01.02
447,14.3,9.8,7.8,10.1,8.2,5.7,03.05
448,24.0,13.0,5.5,10.4,7.1,4.8,0.0
449,18.3,10.7,5.6,10.5,6.8,4.7,0.0
450,20.5,12.0,5.0,11.1,8.0,4.8,0.0
451,23.9,13.9,5.4,13.3,9.4,4.9,0.0
452,15.9,14.9,14.1,15.2,13.8,12.2,0.51
453,15.4,15.4,15.4,15.2,15.2,15.2,0.0
454,,,,,,,
455,,,,,,,
456,,,,,,,
457,24.3,17.2,8.7,7.5,5.9,4.6,0.0
458,25.8,14.3,5.2,12.4,8.2,3.8,0.0
459,25.7,15.3,5.1,13.2,9.9,4.9,0.0
460,24.3,17.1,11.2,12.8,10.4,5.2,0.0
461,20.8,12.5,9.4,2.8,0.9,1.3,0.0
462,21.1,11.4,3.1,7.6,3.4,0.3,0.0
463,26.9,13.4,3.7,9.6,5.6,0.4,0.0
